,,,,,,,,,,,,,,,
,MUNICÍPIO-CÓD,MUNICÍPIO,ANO FATO,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
,315660,RUBIM,2022,5,6,9,7,1,5,8,6,9,6,4,1
,315670,SABARA,2020,108,134,99,115,87,101,104,122,94,112,143,96
,315670,SABARA,2021,97,106,108,91,85,82,91,100,100,82,90,91
,315670,SABARA,2022,89,66,107,89,65,82,86,76,85,106,87,75
,315680,SABINOPOLIS,2020,8,9,7,9,10,11,10,11,13,8,5,12
,315680,SABINOPOLIS,2021,9,8,9,7,9,6,10,7,7,8,13,9
,315680,SABINOPOLIS,2022,14,10,7,8,13,4,1,9,6,11,11,7
,315690,SACRAMENTO,2020,23,28,21,23,22,18,17,17,16,29,11,18
,315690,SACRAMENTO,2021,18,12,17,30,12,9,21,22,26,20,22,20
,315690,SACRAMENTO,2022,14,32,32,12,16,26,14,10,23,34,15,17
,315700,SALINAS,2020,23,28,16,21,12,26,16,18,19,20,22,23
,315700,SALINAS,2021,21,14,9,6,8,16,20,17,21,17,12,23
,315700,SALINAS,2022,13,8,10,10,20,14,14,11,12,15,16,13
,315710,SALTO DA DIVISA,2020,4,3,3,1,5,1,4,3,3,2,8,2
,315710,SALTO DA DIVISA,2021,4,4,4,3,3,1,1,2,2,3,1,1
,315710,SALTO DA DIVISA,2022,2,1,1,1,3,2,2,2,2,3,3,3
,315720,SANTA BARBARA,2020,26,15,18,20,23,20,18,16,23,21,18,19
,315720,SANTA BARBARA,2021,21,12,27,18,15,11,18,20,20,22,22,28
,315720,SANTA BARBARA,2022,30,19,26,20,18,23,13,21,19,20,21,21
,315725,SANTA BARBARA DO LESTE,2020,3,7,6,1,1,3,4,3,4,1,4,6
,315725,SANTA BARBARA DO LESTE,2021,2,5,4,1,3,4,6,4,3,2,3,3
,315725,SANTA BARBARA DO LESTE,2022,5,1,2,2,5,1,1,3,2,0,3,3
,315727,SANTA BARBARA DO MONTE VERDE,2020,0,2,0,1,3,3,0,2,2,1,2,2
,315727,SANTA BARBARA DO MONTE VERDE,2021,2,0,0,1,4,0,3,1,1,0,0,0
,315727,SANTA BARBARA DO MONTE VERDE,2022,3,1,2,1,0,1,3,2,3,5,1,2
,315730,SANTA BARBARA DO TUGURIO,2020,1,1,2,1,1,2,2,3,4,0,2,1
,315730,SANTA BARBARA DO TUGURIO,2021,2,1,0,1,0,2,2,2,1,0,1,2
,315730,SANTA BARBARA DO TUGURIO,2022,2,1,0,1,2,0,3,4,2,1,1,0
,315733,SANTA CRUZ DE MINAS,2020,4,4,3,5,5,9,5,3,4,5,8,8
,315733,SANTA CRUZ DE MINAS,2021,7,3,4,3,3,6,4,2,8,4,7,7
,315733,SANTA CRUZ DE MINAS,2022,3,2,6,6,3,4,7,5,3,6,2,3
,315737,SANTA CRUZ DE SALINAS,2020,1,0,1,4,1,0,5,2,1,0,0,3
,315737,SANTA CRUZ DE SALINAS,2021,3,0,1,0,2,1,0,1,2,2,1,1
,315737,SANTA CRUZ DE SALINAS,2022,0,1,0,3,0,3,2,2,4,2,2,1
,315740,SANTA CRUZ DO ESCALVADO,2020,6,5,1,1,4,2,1,1,3,0,6,2
,315740,SANTA CRUZ DO ESCALVADO,2021,1,2,2,3,1,0,5,0,3,2,2,2
,315740,SANTA CRUZ DO ESCALVADO,2022,2,0,1,0,0,0,0,2,2,1,4,3
,315750,SANTA EFIGENIA DE MINAS,2020,0,1,2,5,4,1,1,3,6,2,2,1
,315750,SANTA EFIGENIA DE MINAS,2021,1,0,0,2,2,3,1,0,3,4,1,2
,315750,SANTA EFIGENIA DE MINAS,2022,3,2,1,8,1,1,1,0,0,2,2,6
,315760,SANTA FE DE MINAS,2020,1,0,4,0,0,2,1,2,1,0,1,2
,315760,SANTA FE DE MINAS,2021,2,0,2,2,2,2,3,0,2,0,0,0
,315760,SANTA FE DE MINAS,2022,1,0,0,1,2,4,4,0,0,0,0,1
,315765,SANTA HELENA DE MINAS,2020,2,3,1,1,3,0,4,0,2,1,1,4
,315765,SANTA HELENA DE MINAS,2021,0,1,0,1,2,0,1,2,1,1,2,0
,315765,SANTA HELENA DE MINAS,2022,0,2,1,1,0,4,0,0,1,0,1,1
,315770,SANTA JULIANA,2020,8,8,7,11,4,7,8,13,10,14,9,4
,315770,SANTA JULIANA,2021,11,7,9,6,9,13,10,9,14,8,12,7
,315770,SANTA JULIANA,2022,14,17,12,15,15,8,8,7,17,20,7,13
,315780,SANTA LUZIA,2020,192,197,201,153,160,174,171,144,163,177,174,161
,315780,SANTA LUZIA,2021,206,141,151,153,153,140,156,155,156,190,140,140
,315780,SANTA LUZIA,2022,130,99,146,127,138,127,147,133,142,151,137,154
,315790,SANTA MARGARIDA,2020,0,8,2,4,4,5,9,8,11,9,6,5
,315790,SANTA MARGARIDA,2021,8,5,3,6,7,9,11,12,7,7,8,14
,315790,SANTA MARGARIDA,2022,5,7,4,4,7,6,4,4,6,8,3,10
,315800,SANTA MARIA DE ITABIRA,2020,6,15,15,9,11,4,7,7,3,8,7,6
,315800,SANTA MARIA DE ITABIRA,2021,11,0,6,7,5,3,6,7,4,5,2,2
,315800,SANTA MARIA DE ITABIRA,2022,5,6,5,5,1,2,5,5,1,4,5,3
,315810,SANTA MARIA DO SALTO,2020,2,3,3,1,3,2,0,1,2,1,7,0
,315810,SANTA MARIA DO SALTO,2021,2,2,4,2,3,5,2,2,2,3,2,1
,315810,SANTA MARIA DO SALTO,2022,1,1,1,3,4,2,0,2,1,2,3,2
,315820,SANTA MARIA DO SUACUI,2020,9,10,4,4,4,7,6,4,4,8,9,15
,315820,SANTA MARIA DO SUACUI,2021,12,6,5,7,11,6,5,12,12,11,5,12
,315820,SANTA MARIA DO SUACUI,2022,4,8,10,9,7,3,10,9,8,5,10,14
,315830,SANTANA DA VARGEM,2020,7,4,1,2,3,4,1,0,2,7,1,4
,315830,SANTANA DA VARGEM,2021,3,1,2,2,1,0,1,3,5,2,3,3
,315830,SANTANA DA VARGEM,2022,3,4,6,2,1,1,3,2,6,4,7,1
,315840,SANTANA DE CATAGUASES,2020,0,1,3,7,0,1,3,4,0,1,5,0
,315840,SANTANA DE CATAGUASES,2021,3,2,0,6,3,3,2,2,4,4,2,4
,315840,SANTANA DE CATAGUASES,2022,4,3,4,2,1,6,3,2,3,1,1,1
,315850,SANTANA DE PIRAPAMA,2020,3,3,0,1,4,2,3,2,4,0,5,2
,315850,SANTANA DE PIRAPAMA,2021,3,0,4,4,4,2,3,6,8,1,4,3
,315850,SANTANA DE PIRAPAMA,2022,6,5,3,3,3,2,3,1,2,2,1,1
,315860,SANTANA DO DESERTO,2020,1,0,1,2,0,0,0,1,0,0,0,0
,315860,SANTANA DO DESERTO,2021,0,0,1,1,0,0,0,0,3,1,2,3
,315860,SANTANA DO DESERTO,2022,1,1,2,0,1,0,3,3,0,2,0,5
,315870,SANTANA DO GARAMBEU,2020,1,1,0,0,3,0,0,0,0,3,0,0
,315870,SANTANA DO GARAMBEU,2021,5,1,0,1,0,1,0,0,0,1,0,2
,315870,SANTANA DO GARAMBEU,2022,1,2,1,0,0,0,1,0,0,4,0,0
,315880,SANTANA DO JACARE,2020,1,4,0,1,1,2,0,2,1,2,0,0
,315880,SANTANA DO JACARE,2021,1,3,3,1,1,0,0,2,1,0,1,0
,315880,SANTANA DO JACARE,2022,2,0,2,1,0,1,3,3,3,2,2,2
,315890,SANTANA DO MANHUACU,2020,4,4,5,1,6,9,3,2,6,2,7,0
,315890,SANTANA DO MANHUACU,2021,4,3,10,3,4,0,3,6,7,3,4,4
,315890,SANTANA DO MANHUACU,2022,3,2,6,6,3,4,3,0,5,2,9,4
,315895,SANTANA DO PARAISO,2020,16,22,21,17,20,16,21,13,22,19,26,26
,315895,SANTANA DO PARAISO,2021,20,27,19,20,21,17,19,23,25,22,23,18
,315895,SANTANA DO PARAISO,2022,22,23,28,19,19,18,17,19,26,20,24,23
,315900,SANTANA DO RIACHO,2020,4,5,7,5,3,4,2,8,5,3,3,2
,315900,SANTANA DO RIACHO,2021,3,8,4,3,9,2,4,4,3,6,2,6
,315900,SANTANA DO RIACHO,2022,2,4,4,2,1,1,3,3,3,5,2,5
,315910,SANTANA DOS MONTES,2020,0,2,0,3,0,3,1,1,6,7,3,1
,315910,SANTANA DOS MONTES,2021,3,0,1,1,0,3,0,4,2,2,2,1
,315910,SANTANA DOS MONTES,2022,1,0,3,0,1,2,2,4,0,1,0,0
,315920,SANTA RITA DE CALDAS,2020,2,4,3,1,1,6,3,0,3,3,2,2
,315920,SANTA RITA DE CALDAS,2021,6,7,4,3,6,3,3,1,2,2,1,2
,315920,SANTA RITA DE CALDAS,2022,1,3,4,6,6,1,2,2,1,4,3,0
,315930,SANTA RITA DE JACUTINGA,2020,1,2,3,0,0,0,0,0,0,2,1,1
,315930,SANTA RITA DE JACUTINGA,2021,2,1,0,1,1,0,0,1,0,3,2,0
,315930,SANTA RITA DE JACUTINGA,2022,1,1,1,1,0,0,0,1,1,1,1,2
,315935,SANTA RITA DE MINAS,2020,5,7,7,4,10,7,6,3,5,1,4,2
,315935,SANTA RITA DE MINAS,2021,5,1,4,3,4,1,6,7,3,6,4,5
,315935,SANTA RITA DE MINAS,2022,3,3,3,6,4,7,5,4,10,10,4,1
,315940,SANTA RITA DO IBITIPOCA,2020,0,0,0,1,0,2,3,0,1,1,3,0
,315940,SANTA RITA DO IBITIPOCA,2021,1,0,2,1,0,1,1,1,1,0,0,1
,315940,SANTA RITA DO IBITIPOCA,2022,1,0,1,2,1,0,1,1,1,2,1,0
,315950,SANTA RITA DO ITUETO,2020,1,2,0,2,3,3,2,3,2,8,2,4
,315950,SANTA RITA DO ITUETO,2021,5,1,3,1,2,0,2,5,3,2,2,3
,315950,SANTA RITA DO ITUETO,2022,2,0,1,4,1,1,2,1,4,0,2,3
,315960,SANTA RITA DO SAPUCAI,2020,22,19,21,18,12,21,22,19,26,23,31,26
,315960,SANTA RITA DO SAPUCAI,2021,20,28,30,17,17,10,14,20,17,19,21,17
,315960,SANTA RITA DO SAPUCAI,2022,23,27,30,27,19,22,30,26,22,26,14,29
,315970,SANTA ROSA DA SERRA,2020,3,3,1,4,3,1,1,3,2,8,3,1
,315970,SANTA ROSA DA SERRA,2021,3,5,3,2,2,3,2,5,0,1,0,0
,315970,SANTA ROSA DA SERRA,2022,2,0,3,4,2,1,1,5,0,1,0,3
,315980,SANTA VITORIA,2020,8,9,4,5,11,8,7,7,10,10,12,11
,315980,SANTA VITORIA,2021,11,12,3,7,9,4,11,10,12,11,14,9
,315980,SANTA VITORIA,2022,7,7,9,8,4,10,8,16,13,9,11,8
,315990,SANTO ANTONIO DO AMPARO,2020,13,13,9,5,4,11,7,5,15,14,11,20
,315990,SANTO ANTONIO DO AMPARO,2021,9,7,7,5,9,7,6,8,13,11,7,10
,315990,SANTO ANTONIO DO AMPARO,2022,10,9,13,9,8,5,6,9,11,7,13,12
,316000,SANTO ANTONIO DO AVENTUREIRO,2020,0,3,0,2,3,1,0,1,0,0,0,0
,316000,SANTO ANTONIO DO AVENTUREIRO,2021,0,1,1,2,2,1,2,0,1,8,1,1
,316000,SANTO ANTONIO DO AVENTUREIRO,2022,1,0,3,0,1,4,2,1,3,0,0,3
,316010,SANTO ANTONIO DO GRAMA,2020,3,3,1,1,2,4,2,5,4,0,4,3
,316010,SANTO ANTONIO DO GRAMA,2021,4,0,1,2,2,1,2,2,0,3,0,3
,316010,SANTO ANTONIO DO GRAMA,2022,2,3,6,2,5,1,2,0,2,4,1,8
,316020,SANTO ANTONIO DO ITAMBE,2020,2,6,6,4,3,6,4,5,2,4,2,1
,316020,SANTO ANTONIO DO ITAMBE,2021,4,5,2,1,3,2,5,4,3,6,0,0
,316020,SANTO ANTONIO DO ITAMBE,2022,1,2,2,7,1,1,2,2,4,1,3,3
,316030,SANTO ANTONIO DO JACINTO,2020,3,8,1,1,5,1,5,1,2,3,4,2
,316030,SANTO ANTONIO DO JACINTO,2021,1,0,0,0,4,1,6,1,3,1,4,4
,316030,SANTO ANTONIO DO JACINTO,2022,6,4,7,5,3,1,8,4,7,5,3,3
,316040,SANTO ANTONIO DO MONTE,2020,18,25,17,14,16,13,10,18,18,12,15,14
,316040,SANTO ANTONIO DO MONTE,2021,21,15,9,17,19,10,16,20,19,18,21,20
,316040,SANTO ANTONIO DO MONTE,2022,8,7,19,21,13,18,17,16,14,22,14,18
,316045,SANTO ANTONIO DO RETIRO,2020,1,1,0,2,1,0,2,3,1,1,3,3
,316045,SANTO ANTONIO DO RETIRO,2021,1,5,0,2,2,7,1,0,2,2,0,1
,316045,SANTO ANTONIO DO RETIRO,2022,1,2,2,4,4,2,0,0,0,0,1,1
,316050,SANTO ANTONIO DO RIO ABAIXO,2020,2,1,0,2,0,0,1,2,4,0,0,2
,316050,SANTO ANTONIO DO RIO ABAIXO,2021,0,0,1,0,0,0,0,1,3,0,0,0
,316050,SANTO ANTONIO DO RIO ABAIXO,2022,0,0,3,1,1,0,1,2,1,1,1,0
,316060,SANTO HIPOLITO,2020,3,2,1,2,5,2,2,1,1,2,1,7
,316060,SANTO HIPOLITO,2021,2,2,2,1,1,3,0,2,0,1,1,1
,316060,SANTO HIPOLITO,2022,2,1,0,3,0,2,0,2,1,1,1,1
,316070,SANTOS DUMONT,2020,24,28,24,29,23,24,28,26,39,28,29,31
,316070,SANTOS DUMONT,2021,35,27,40,25,15,30,25,24,35,41,34,35
,316070,SANTOS DUMONT,2022,36,55,50,42,25,25,53,32,33,27,25,41
,316080,SAO BENTO ABADE,2020,0,2,2,5,4,2,2,1,3,4,5,2
,316080,SAO BENTO ABADE,2021,4,2,1,1,4,1,3,3,1,5,7,5
,316080,SAO BENTO ABADE,2022,4,4,8,5,8,1,6,3,3,8,4,6
,316090,SAO BRAS DO SUACUI,2020,3,3,2,0,1,1,2,1,1,2,2,0
,316090,SAO BRAS DO SUACUI,2021,2,2,2,5,3,2,3,5,2,3,1,3
,316090,SAO BRAS DO SUACUI,2022,3,2,5,4,1,12,2,3,2,2,1,0
,316095,SAO DOMINGOS DAS DORES,2020,0,0,1,1,2,1,2,0,2,2,1,0
,316095,SAO DOMINGOS DAS DORES,2021,1,1,3,2,0,0,1,3,1,2,0,2
,316095,SAO DOMINGOS DAS DORES,2022,1,2,4,1,1,3,1,3,0,3,3,1
,316100,SAO DOMINGOS DO PRATA,2020,12,9,10,6,11,9,8,12,12,8,6,11
,316100,SAO DOMINGOS DO PRATA,2021,12,7,11,9,5,4,6,10,10,12,8,4
,316100,SAO DOMINGOS DO PRATA,2022,12,4,9,8,10,9,12,11,5,3,6,6
,316105,SAO FELIX DE MINAS,2020,0,1,2,1,2,1,1,1,3,2,2,1
,316105,SAO FELIX DE MINAS,2021,1,2,1,1,1,0,3,2,0,3,0,0
,316105,SAO FELIX DE MINAS,2022,0,0,2,1,2,3,3,1,1,0,0,0
,316110,SAO FRANCISCO,2020,22,24,31,25,31,17,17,20,30,43,31,31
,316110,SAO FRANCISCO,2021,27,23,22,22,30,18,18,35,21,24,26,27
,316110,SAO FRANCISCO,2022,24,35,27,35,34,33,39,38,31,25,24,37
,316120,SAO FRANCISCO DE PAULA,2020,5,0,0,1,1,2,3,4,3,5,5,2
,316120,SAO FRANCISCO DE PAULA,2021,0,1,2,2,1,2,3,3,1,5,1,3
,316120,SAO FRANCISCO DE PAULA,2022,3,1,3,2,1,3,1,4,2,2,4,0
,316130,SAO FRANCISCO DE SALES,2020,3,3,4,1,2,4,4,5,5,3,4,2
,316130,SAO FRANCISCO DE SALES,2021,3,1,2,3,3,3,3,8,8,2,5,1
,316130,SAO FRANCISCO DE SALES,2022,4,4,2,4,2,7,1,3,3,3,4,3
,316140,SAO FRANCISCO DO GLORIA,2020,3,0,5,5,1,0,0,0,4,4,3,2
,316140,SAO FRANCISCO DO GLORIA,2021,5,3,1,4,0,1,1,2,3,3,5,6
,316140,SAO FRANCISCO DO GLORIA,2022,2,2,0,5,0,1,1,6,3,8,3,0
,316150,SAO GERALDO,2020,2,1,0,4,1,2,3,7,6,2,4,4
,316150,SAO GERALDO,2021,2,3,0,4,5,3,4,6,4,6,5,5
,316150,SAO GERALDO,2022,1,4,6,7,8,2,3,3,3,5,2,3
,316160,SAO GERALDO DA PIEDADE,2020,5,1,3,0,2,2,2,3,2,0,1,1
,316160,SAO GERALDO DA PIEDADE,2021,3,1,1,1,0,3,2,4,0,1,1,4
,316160,SAO GERALDO DA PIEDADE,2022,1,0,0,2,3,0,0,0,1,0,3,0
,316165,SAO GERALDO DO BAIXIO,2020,0,3,3,1,2,6,3,1,2,0,0,1
,316165,SAO GERALDO DO BAIXIO,2021,1,1,3,2,1,2,3,1,1,2,0,1
,316165,SAO GERALDO DO BAIXIO,2022,3,0,1,0,4,1,0,5,0,4,3,1
,316170,SAO GONCALO DO ABAETE,2020,6,3,4,3,2,4,5,3,5,0,5,4
,316170,SAO GONCALO DO ABAETE,2021,6,6,9,4,5,4,3,5,3,8,4,2
,316170,SAO GONCALO DO ABAETE,2022,6,6,1,6,3,4,7,4,8,5,4,2
,316180,SAO GONCALO DO PARA,2020,4,4,5,6,3,2,3,9,5,10,8,10
,316180,SAO GONCALO DO PARA,2021,9,7,9,8,10,8,5,9,12,7,9,7
,316180,SAO GONCALO DO PARA,2022,9,4,6,8,6,9,8,5,3,7,5,10
,316190,SAO GONCALO DO RIO ABAIXO,2020,5,10,7,5,2,6,8,5,5,4,9,10
,316190,SAO GONCALO DO RIO ABAIXO,2021,6,7,3,6,10,4,11,2,8,12,6,7
,316190,SAO GONCALO DO RIO ABAIXO,2022,9,7,3,7,5,3,5,2,4,12,8,6
,316200,SAO GONCALO DO SAPUCAI,2020,9,5,12,11,7,7,13,13,14,14,15,20
,316200,SAO GONCALO DO SAPUCAI,2021,13,15,6,9,4,10,14,16,11,13,18,8
,316200,SAO GONCALO DO SAPUCAI,2022,7,12,9,12,7,7,9,15,5,17,9,14
,316210,SAO GOTARDO,2020,38,32,32,32,40,35,36,33,40,46,43,25
,316210,SAO GOTARDO,2021,36,20,37,35,35,31,32,33,42,34,47,28
,316210,SAO GOTARDO,2022,45,28,39,36,30,19,41,31,31,29,27,24
,316220,SAO JOAO BATISTA GLORIA,2020,4,3,2,4,2,8,4,4,7,6,4,4
,316220,SAO JOAO BATISTA GLORIA,2021,2,1,4,5,2,5,3,4,8,7,3,2
,316220,SAO JOAO BATISTA GLORIA,2022,4,4,6,6,3,2,3,5,3,5,3,0
,316225,SAO JOAO DA LAGOA,2020,4,2,1,2,1,3,5,2,2,1,1,4
,316225,SAO JOAO DA LAGOA,2021,2,3,1,2,3,0,3,3,2,3,4,2
,316225,SAO JOAO DA LAGOA,2022,4,1,2,1,1,2,0,0,4,0,3,4
,316230,SAO JOAO DA MATA,2020,0,0,0,1,1,0,1,0,3,1,1,0
,316230,SAO JOAO DA MATA,2021,0,0,0,1,1,0,0,0,2,1,1,0
,316230,SAO JOAO DA MATA,2022,2,1,0,1,0,0,0,0,0,0,1,2
,316240,SAO JOAO DA PONTE,2020,9,6,11,4,5,8,10,9,4,4,9,5
,316240,SAO JOAO DA PONTE,2021,11,4,8,11,14,10,11,13,9,8,4,12
,316240,SAO JOAO DA PONTE,2022,1,3,6,7,8,3,4,5,8,9,8,11
,316245,SAO JOAO DAS MISSOES,2020,1,5,1,2,8,5,4,2,1,3,2,8
,316245,SAO JOAO DAS MISSOES,2021,2,1,3,0,2,4,4,3,7,3,5,6
,316245,SAO JOAO DAS MISSOES,2022,2,10,5,1,0,3,4,3,2,3,4,5
,316250,SAO JOAO DEL REI,2020,37,45,36,49,31,39,36,37,46,54,42,51
,316250,SAO JOAO DEL REI,2021,44,29,34,39,43,38,41,56,47,72,51,55
,316250,SAO JOAO DEL REI,2022,39,38,70,48,62,36,37,41,43,55,42,59
,316255,SAO JOAO DO MANHUACU,2020,2,5,9,0,1,5,8,10,10,4,5,4
,316255,SAO JOAO DO MANHUACU,2021,8,8,4,3,2,4,3,0,5,3,3,3
,316255,SAO JOAO DO MANHUACU,2022,2,3,7,4,1,3,0,1,9,2,6,4
,316257,SAO JOAO DO MANTENINHA,2020,1,1,1,0,1,3,1,1,3,0,1,2
,316257,SAO JOAO DO MANTENINHA,2021,4,4,1,1,2,3,0,5,1,0,2,5
,316257,SAO JOAO DO MANTENINHA,2022,4,0,3,2,4,1,4,3,3,4,2,3
,316260,SAO JOAO DO ORIENTE,2020,3,4,1,0,5,1,3,2,5,5,4,4
,316260,SAO JOAO DO ORIENTE,2021,3,4,9,2,5,1,4,5,1,6,2,1
,316260,SAO JOAO DO ORIENTE,2022,1,3,3,11,5,2,9,5,8,3,6,4
,316265,SAO JOAO DO PACUI,2020,0,2,2,2,3,1,1,5,3,2,2,2
,316265,SAO JOAO DO PACUI,2021,2,2,4,0,1,1,0,2,3,0,2,0
,316265,SAO JOAO DO PACUI,2022,1,1,0,0,1,0,1,3,4,2,0,2
,316270,SAO JOAO DO PARAISO,2020,8,2,5,7,5,8,3,5,10,7,8,7
,316270,SAO JOAO DO PARAISO,2021,9,7,4,6,2,14,11,6,11,13,6,6
,316270,SAO JOAO DO PARAISO,2022,8,2,5,2,7,6,5,4,10,7,5,8
,316280,SAO JOAO EVANGELISTA,2020,10,9,8,17,20,9,10,14,16,6,16,9
,316280,SAO JOAO EVANGELISTA,2021,19,11,7,9,14,10,15,16,14,6,12,6
,316280,SAO JOAO EVANGELISTA,2022,5,10,12,8,12,9,10,6,12,10,7,12
,316290,SAO JOAO NEPOMUCENO,2020,10,14,16,7,13,9,9,8,5,14,9,11
,316290,SAO JOAO NEPOMUCENO,2021,9,13,14,17,9,11,14,9,13,9,17,17
,316290,SAO JOAO NEPOMUCENO,2022,15,10,11,14,9,5,18,14,10,12,10,16
,316292,SAO JOAQUIM DE BICAS,2020,26,25,20,19,21,23,28,31,18,26,25,25
,316292,SAO JOAQUIM DE BICAS,2021,31,20,30,42,28,22,29,24,17,20,32,20
,316292,SAO JOAQUIM DE BICAS,2022,17,24,26,26,20,17,35,30,36,22,21,21
,316294,SAO JOSE DA BARRA,2020,2,7,8,5,5,7,2,7,3,3,6,7
,316294,SAO JOSE DA BARRA,2021,6,3,3,0,2,3,1,4,5,2,2,2
,316294,SAO JOSE DA BARRA,2022,2,3,6,2,2,4,4,1,5,3,1,1
,316295,SAO JOSE DA LAPA,2020,12,15,10,16,11,16,14,18,21,12,21,12
,316295,SAO JOSE DA LAPA,2021,7,14,13,14,17,9,22,16,13,22,15,13
,316295,SAO JOSE DA LAPA,2022,26,14,19,21,12,11,9,12,15,20,13,16
,316300,SAO JOSE DA SAFIRA,2020,4,3,1,0,0,1,1,3,3,1,1,0
,316300,SAO JOSE DA SAFIRA,2021,3,1,1,0,1,0,1,1,0,1,0,2
,316300,SAO JOSE DA SAFIRA,2022,1,0,0,1,0,0,0,1,0,2,1,5
,316310,SAO JOSE DA VARGINHA,2020,3,2,4,2,3,2,2,6,1,2,1,0
,316310,SAO JOSE DA VARGINHA,2021,3,2,7,2,3,4,4,2,1,4,2,0
,316310,SAO JOSE DA VARGINHA,2022,2,5,1,0,2,4,1,3,3,3,5,2
,316320,SAO JOSE DO ALEGRE,2020,2,2,4,1,2,0,2,1,0,4,2,6
,316320,SAO JOSE DO ALEGRE,2021,1,2,2,0,2,1,4,0,0,2,5,4
,316320,SAO JOSE DO ALEGRE,2022,2,1,4,3,2,2,1,7,1,1,1,4
,316330,SAO JOSE DO DIVINO,2020,1,0,0,0,4,0,1,2,0,0,1,0
,316330,SAO JOSE DO DIVINO,2021,0,1,2,1,2,0,0,2,1,0,2,0
,316330,SAO JOSE DO DIVINO,2022,0,0,4,3,0,0,1,2,0,0,0,2
,316340,SAO JOSE DO GOIABAL,2020,1,3,1,3,3,1,2,3,4,1,3,1
,316340,SAO JOSE DO GOIABAL,2021,0,4,1,0,0,3,3,4,4,3,7,4
,316340,SAO JOSE DO GOIABAL,2022,2,3,4,2,2,4,0,1,1,7,3,0
,316350,SAO JOSE DO JACURI,2020,4,2,3,6,4,2,4,1,2,2,1,1
,316350,SAO JOSE DO JACURI,2021,4,2,5,0,2,2,3,2,1,8,4,2
,316350,SAO JOSE DO JACURI,2022,10,2,3,3,0,2,3,2,4,7,2,1
,316360,SAO JOSE DO MANTIMENTO,2020,0,1,1,0,2,0,0,0,2,1,6,2
,316360,SAO JOSE DO MANTIMENTO,2021,1,1,2,1,2,3,1,4,4,2,1,1
,316360,SAO JOSE DO MANTIMENTO,2022,1,3,2,0,0,1,1,2,0,1,1,1
,316370,SAO LOURENCO,2020,29,26,29,20,24,31,40,33,26,26,31,22
,316370,SAO LOURENCO,2021,24,29,28,30,29,22,30,24,31,21,20,32
,316370,SAO LOURENCO,2022,33,30,25,28,25,27,17,30,18,27,27,16
,316380,SAO MIGUEL DO ANTA,2020,2,5,7,1,1,2,6,3,3,3,5,4
,316380,SAO MIGUEL DO ANTA,2021,0,4,6,0,2,2,3,4,3,2,3,1
,316380,SAO MIGUEL DO ANTA,2022,4,3,3,5,2,1,1,1,0,2,0,1
,316390,SAO PEDRO DA UNIAO,2020,2,2,3,2,4,3,5,3,1,0,5,4
,316390,SAO PEDRO DA UNIAO,2021,1,1,2,1,2,3,2,1,5,5,4,2
,316390,SAO PEDRO DA UNIAO,2022,3,0,1,0,1,1,8,1,0,2,8,5
,316400,SAO PEDRO DOS FERROS,2020,8,15,6,6,7,8,12,2,11,5,8,7
,316400,SAO PEDRO DOS FERROS,2021,8,6,3,4,10,6,4,5,4,11,8,4
,316400,SAO PEDRO DOS FERROS,2022,5,5,9,8,6,4,0,6,2,7,6,5
,316410,SAO PEDRO DO SUACUI,2020,1,3,0,4,4,2,4,3,0,6,3,3
,316410,SAO PEDRO DO SUACUI,2021,3,4,3,2,5,1,4,2,4,3,3,3
,316410,SAO PEDRO DO SUACUI,2022,0,1,0,3,0,1,3,2,2,1,3,5
,316420,SAO ROMAO,2020,9,6,1,6,2,7,4,6,3,7,11,5
,316420,SAO ROMAO,2021,4,4,2,6,3,7,1,5,7,6,2,9
,316420,SAO ROMAO,2022,9,4,6,6,5,3,3,7,8,3,4,5
,316430,SAO ROQUE DE MINAS,2020,1,1,5,5,0,6,3,3,5,3,3,5
,316430,SAO ROQUE DE MINAS,2021,5,8,3,2,1,2,4,1,3,2,1,7
,316430,SAO ROQUE DE MINAS,2022,2,3,2,5,0,1,1,4,1,3,0,7
,316440,SAO SEBASTIAO DA BELA VISTA,2020,1,2,3,3,4,9,1,1,3,10,6,3
,316440,SAO SEBASTIAO DA BELA VISTA,2021,3,2,4,1,3,0,2,3,8,5,5,7
,316440,SAO SEBASTIAO DA BELA VISTA,2022,4,8,4,2,3,3,5,5,6,2,5,2
,316443,SAO SEBASTIAO DA VARGEM ALEGRE,2020,1,1,0,2,1,1,0,0,1,0,2,2
,316443,SAO SEBASTIAO DA VARGEM ALEGRE,2021,0,4,0,1,1,5,2,4,4,4,0,1
,316443,SAO SEBASTIAO DA VARGEM ALEGRE,2022,4,1,1,1,2,1,2,0,0,0,2,0
,316447,SAO SEBASTIAO DO ANTA,2020,2,4,1,1,1,2,4,4,6,3,2,4
,316447,SAO SEBASTIAO DO ANTA,2021,2,3,4,5,2,4,5,4,2,3,2,7
,316447,SAO SEBASTIAO DO ANTA,2022,0,0,4,3,3,1,3,1,3,6,7,5
,316450,SAO SEBAST. DO MARANHAO,2020,7,2,3,3,1,6,2,5,7,5,7,2
,316450,SAO SEBAST. DO MARANHAO,2021,4,3,3,6,2,6,5,2,7,3,4,4
,316450,SAO SEBAST. DO MARANHAO,2022,0,1,9,7,6,3,2,6,8,3,5,4
