MUNICÍPIO-CÓD,MUNICÍPIO,ANO FATO,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ
314290,MONTE AZUL,2019,18,11,9,9,10,9,10,6,10,6,8,11
314290,MONTE AZUL,2020,10,9,7,6,10,2,11,15,18,18,7,4
314290,MONTE AZUL,2021,10,4,,,,,,,,,,
314300,MONTE BELO,2018,7,13,5,3,8,8,6,5,8,6,5,9
314300,MONTE BELO,2019,7,9,8,7,9,6,7,7,8,8,5,3
314300,MONTE BELO,2020,10,5,5,2,11,12,6,9,7,6,11,16
314300,MONTE BELO,2021,5,17,,,,,,,,,,
314310,MONTE CARMELO,2018,28,30,28,27,31,30,32,28,29,46,30,33
314310,MONTE CARMELO,2019,27,30,24,28,31,31,32,29,28,36,31,33
314310,MONTE CARMELO,2020,39,38,34,27,30,22,34,28,34,29,36,34
314310,MONTE CARMELO,2021,32,26,,,,,,,,,,
314315,MONTE FORMOSO,2018,0,2,1,0,0,0,1,0,0,1,0,1
314315,MONTE FORMOSO,2019,1,4,0,1,1,1,1,0,0,0,1,1
314315,MONTE FORMOSO,2020,3,3,1,2,2,2,1,2,3,2,0,2
314320,MONTE SANTO DE MINAS,2018,16,10,13,17,8,12,7,9,11,9,13,12
314320,MONTE SANTO DE MINAS,2019,20,15,16,13,20,16,10,13,12,9,13,6
314320,MONTE SANTO DE MINAS,2020,12,18,13,8,10,12,13,16,13,19,12,13
314320,MONTE SANTO DE MINAS,2021,15,9,,,,,,,,,,
314330,MONTES CLAROS,2018,272,190,238,233,234,206,197,229,251,227,230,238
314330,MONTES CLAROS,2019,285,214,237,249,207,217,212,232,250,259,277,264
314330,MONTES CLAROS,2020,278,250,228,227,198,232,236,195,231,247,223,235
314330,MONTES CLAROS,2021,284,231,,,,,,,,,,
314340,MONTE SIAO,2018,10,7,10,9,3,5,3,9,4,6,12,8
314340,MONTE SIAO,2019,10,11,14,6,9,7,6,9,6,14,7,6
314340,MONTE SIAO,2020,11,5,6,8,11,8,4,7,9,13,11,14
314340,MONTE SIAO,2021,4,5,,,,,,,,,,
314345,MONTEZUMA,2018,2,0,8,2,2,1,3,1,2,0,1,2
314345,MONTEZUMA,2019,0,1,2,1,1,1,1,3,0,1,1,1
314345,MONTEZUMA,2020,1,1,0,1,0,1,2,2,1,2,0,0
314345,MONTEZUMA,2021,2,2,,,,,,,,,,
314350,MORADA NOVA DE MINAS,2018,8,6,2,5,8,8,7,4,7,8,4,3
314350,MORADA NOVA DE MINAS,2019,9,7,9,7,6,3,7,9,6,7,12,8
314350,MORADA NOVA DE MINAS,2020,13,16,16,4,8,4,6,5,6,12,7,8
314350,MORADA NOVA DE MINAS,2021,10,8,,,,,,,,,,
314360,MORRO DA GARCA,2018,2,1,2,1,1,1,0,0,0,0,2,3
314360,MORRO DA GARCA,2019,3,3,3,2,0,2,1,1,3,5,2,3
314360,MORRO DA GARCA,2020,0,0,0,2,3,1,0,4,4,1,3,2
314360,MORRO DA GARCA,2021,1,0,,,,,,,,,,
314370,MORRO DO PILAR,2018,1,0,4,1,3,1,0,2,0,1,2,2
314370,MORRO DO PILAR,2019,3,2,0,2,1,2,0,4,0,2,0,2
314370,MORRO DO PILAR,2020,1,0,2,2,1,1,0,2,0,2,0,0
314370,MORRO DO PILAR,2021,1,1,,,,,,,,,,
314380,MUNHOZ,2018,1,2,4,6,3,3,3,3,4,3,3,5
314380,MUNHOZ,2019,6,3,1,4,7,6,2,2,2,7,7,4
314380,MUNHOZ,2020,6,5,4,9,0,4,3,4,2,3,5,2
314380,MUNHOZ,2021,3,3,,,,,,,,,,
314390,MURIAE,2018,53,65,64,79,55,61,60,68,75,74,64,90
314390,MURIAE,2019,78,74,72,56,59,46,50,69,74,62,76,86
314390,MURIAE,2020,78,74,69,48,68,65,41,76,65,71,66,75
314390,MURIAE,2021,85,57,,,,,,,,,,
314400,MUTUM,2018,11,19,7,8,5,6,8,10,11,9,15,21
314400,MUTUM,2019,14,17,21,15,11,13,6,14,7,9,17,17
314400,MUTUM,2020,11,14,8,7,12,6,11,17,23,9,9,3
314400,MUTUM,2021,13,12,,,,,,,,,,
314410,MUZAMBINHO,2018,17,6,10,17,9,18,10,11,7,3,5,11
314410,MUZAMBINHO,2019,18,6,11,7,13,16,7,5,15,9,4,14
314410,MUZAMBINHO,2020,9,12,18,8,7,11,11,13,11,12,19,9
314410,MUZAMBINHO,2021,11,7,,,,,,,,,,
314420,NACIP RAYDAN,2018,0,1,1,0,0,1,2,0,0,2,0,1
314420,NACIP RAYDAN,2019,1,2,3,1,0,1,2,1,0,0,0,1
314420,NACIP RAYDAN,2020,0,0,0,1,2,1,1,0,1,0,2,1
314430,NANUQUE,2018,26,17,20,32,30,27,18,38,16,37,20,29
314430,NANUQUE,2019,28,19,29,26,19,28,24,32,24,20,27,38
314430,NANUQUE,2020,34,37,31,31,28,23,18,30,33,40,28,33
314430,NANUQUE,2021,18,25,,,,,,,,,,
314435,NAQUE,2018,5,4,8,3,3,6,5,2,11,6,2,4
314435,NAQUE,2019,6,4,2,2,4,2,1,1,4,1,4,4
314435,NAQUE,2020,1,5,1,3,5,5,6,6,3,2,4,3
314435,NAQUE,2021,4,4,,,,,,,,,,
314437,NATALANDIA,2018,1,1,0,4,3,2,0,0,0,2,1,3
314437,NATALANDIA,2019,0,6,1,0,1,0,0,2,1,1,3,1
314437,NATALANDIA,2020,1,5,0,0,1,1,0,2,6,2,5,3
314437,NATALANDIA,2021,1,3,,,,,,,,,,
314440,NATERCIA,2018,0,0,1,0,0,1,0,0,1,1,4,0
314440,NATERCIA,2019,1,2,0,4,0,1,0,0,2,1,1,0
314440,NATERCIA,2020,0,2,0,0,2,0,1,0,0,2,1,2
314440,NATERCIA,2021,0,2,,,,,,,,,,
314450,NAZARENO,2018,3,0,1,2,3,0,5,0,1,3,2,4
314450,NAZARENO,2019,5,4,6,4,4,5,5,6,3,0,3,4
314450,NAZARENO,2020,5,2,2,1,0,1,1,2,5,7,3,4
314450,NAZARENO,2021,3,2,,,,,,,,,,
314460,NEPOMUCENO,2018,10,15,21,11,11,12,14,16,18,16,11,15
314460,NEPOMUCENO,2019,18,12,12,8,10,12,16,9,19,13,20,11
314460,NEPOMUCENO,2020,14,11,11,7,9,13,11,10,20,20,18,15
314460,NEPOMUCENO,2021,11,14,,,,,,,,,,
314465,NINHEIRA,2018,3,6,2,4,2,4,5,4,6,4,4,1
314465,NINHEIRA,2019,2,3,5,1,5,4,2,1,2,2,3,2
314465,NINHEIRA,2020,0,3,4,8,1,13,3,8,1,6,6,4
314465,NINHEIRA,2021,3,3,,,,,,,,,,
314467,NOVA BELEM,2018,3,1,0,1,1,0,1,1,1,2,2,2
314467,NOVA BELEM,2019,1,2,1,0,4,2,1,1,2,4,3,0
314467,NOVA BELEM,2020,2,1,1,1,0,0,0,0,0,3,1,2
314467,NOVA BELEM,2021,1,4,,,,,,,,,,
314470,NOVA ERA,2018,12,17,9,12,7,12,11,11,16,12,19,5
314470,NOVA ERA,2019,12,10,13,12,9,9,10,6,15,10,13,12
314470,NOVA ERA,2020,12,12,14,3,9,18,8,7,8,9,10,12
314470,NOVA ERA,2021,13,9,,,,,,,,,,
314480,NOVA LIMA,2018,78,78,79,86,67,65,68,91,72,78,79,69
314480,NOVA LIMA,2019,81,55,80,73,45,70,69,49,65,73,80,79
314480,NOVA LIMA,2020,73,62,55,49,50,67,73,67,86,66,71,75
314480,NOVA LIMA,2021,75,46,,,,,,,,,,
314490,NOVA MODICA,2018,5,4,1,2,5,3,1,3,5,0,3,2
314490,NOVA MODICA,2019,3,3,2,1,0,2,1,3,1,0,2,2
314490,NOVA MODICA,2020,4,2,1,0,0,1,2,3,2,3,0,0
314490,NOVA MODICA,2021,1,0,,,,,,,,,,
314500,NOVA PONTE,2018,11,6,11,9,12,7,6,5,7,3,13,4
314500,NOVA PONTE,2019,10,6,5,6,5,8,8,2,4,10,4,11
314500,NOVA PONTE,2020,7,11,10,8,9,5,5,14,5,9,4,7
314500,NOVA PONTE,2021,9,5,,,,,,,,,,
314505,NOVA PORTEIRINHA,2018,5,6,4,1,6,7,2,1,3,3,5,4
314505,NOVA PORTEIRINHA,2019,2,3,7,5,4,4,4,7,5,1,4,4
314505,NOVA PORTEIRINHA,2020,2,4,2,6,7,2,4,3,3,1,5,1
314505,NOVA PORTEIRINHA,2021,1,2,,,,,,,,,,
314510,NOVA RESENDE,2018,1,5,6,5,7,6,2,4,9,4,6,1
314510,NOVA RESENDE,2019,6,6,5,2,4,6,3,10,5,4,7,1
314510,NOVA RESENDE,2020,3,6,2,7,4,2,4,6,6,5,3,6
314510,NOVA RESENDE,2021,7,5,,,,,,,,,,
314520,NOVA SERRANA,2018,56,49,53,58,40,57,61,56,52,59,65,61
314520,NOVA SERRANA,2019,70,78,67,63,59,46,55,57,59,64,65,61
314520,NOVA SERRANA,2020,61,56,64,68,49,61,60,72,67,61,64,49
314520,NOVA SERRANA,2021,57,62,,,,,,,,,,
314530,NOVO CRUZEIRO,2018,11,19,13,20,16,21,20,28,19,27,16,21
314530,NOVO CRUZEIRO,2019,16,21,19,26,12,17,13,21,16,19,22,15
314530,NOVO CRUZEIRO,2020,26,15,19,23,13,9,15,17,11,26,11,24
314530,NOVO CRUZEIRO,2021,10,12,,,,,,,,,,
314535,NOVO ORIENTE DE MINAS,2018,7,1,8,2,2,3,3,3,7,5,8,5
314535,NOVO ORIENTE DE MINAS,2019,5,2,7,4,6,3,2,5,2,6,1,5
314535,NOVO ORIENTE DE MINAS,2020,2,0,2,5,2,4,4,9,5,4,4,1
314535,NOVO ORIENTE DE MINAS,2021,5,3,,,,,,,,,,
314537,NOVORIZONTE,2018,2,0,1,0,0,3,0,0,3,3,0,5
314537,NOVORIZONTE,2019,2,1,1,2,0,0,1,4,1,0,2,4
314537,NOVORIZONTE,2020,2,0,5,1,0,1,2,2,5,1,4,4
314537,NOVORIZONTE,2021,1,1,,,,,,,,,,
314540,OLARIA,2018,0,0,1,0,0,2,0,0,0,0,1,0
314540,OLARIA,2019,0,0,0,1,0,0,1,0,0,1,0,1
314540,OLARIA,2020,0,1,1,1,2,0,1,0,2,0,0,2
314540,OLARIA,2021,2,0,,,,,,,,,,
314545,OLHOS-D'AGUA,2018,3,5,5,5,6,2,2,6,5,5,6,5
314545,OLHOS-D'AGUA,2019,3,4,4,2,4,2,1,3,2,2,5,7
314545,OLHOS-D'AGUA,2020,4,4,4,10,3,1,2,1,5,2,7,2
314545,OLHOS-D'AGUA,2021,6,1,,,,,,,,,,
314550,OLIMPIO NORONHA,2018,3,0,1,0,1,1,2,0,0,3,1,0
314550,OLIMPIO NORONHA,2019,2,0,0,0,0,0,1,1,1,1,2,1
314550,OLIMPIO NORONHA,2020,2,2,2,0,0,0,0,1,0,1,0,0
314550,OLIMPIO NORONHA,2021,2,0,,,,,,,,,,
314560,OLIVEIRA,2018,17,15,23,22,14,13,18,16,12,24,19,14
314560,OLIVEIRA,2019,16,15,11,14,14,10,14,17,20,13,18,7
314560,OLIVEIRA,2020,14,9,17,12,10,20,23,22,34,29,20,25
314560,OLIVEIRA,2021,21,24,,,,,,,,,,
314570,OLIVEIRA FORTES,2018,0,0,0,0,1,1,0,2,1,2,1,2
314570,OLIVEIRA FORTES,2019,0,0,0,1,0,3,0,1,0,1,1,1
314570,OLIVEIRA FORTES,2020,3,0,1,1,1,0,0,0,0,0,1,1
314570,OLIVEIRA FORTES,2021,1,1,,,,,,,,,,
314580,ONCA DO PITANGUI,2018,4,0,0,1,1,1,0,0,5,1,0,2
314580,ONCA DO PITANGUI,2019,1,2,0,0,5,0,0,0,0,0,0,1
314580,ONCA DO PITANGUI,2020,3,1,0,1,2,1,1,1,0,2,2,1
314580,ONCA DO PITANGUI,2021,3,3,,,,,,,,,,
314585,ORATORIOS,2018,2,1,4,1,3,1,1,2,2,10,6,3
314585,ORATORIOS,2019,4,4,2,4,4,1,4,4,7,2,1,2
314585,ORATORIOS,2020,3,8,3,3,4,6,0,4,1,2,5,2
314585,ORATORIOS,2021,3,8,,,,,,,,,,
314587,ORIZANIA,2018,5,1,4,2,3,4,3,2,4,5,4,5
314587,ORIZANIA,2019,5,4,4,2,2,3,2,2,4,3,0,2
314587,ORIZANIA,2020,0,1,3,1,2,8,2,3,3,2,4,7
314587,ORIZANIA,2021,6,5,,,,,,,,,,
314590,OURO BRANCO,2018,22,10,24,22,24,17,19,20,22,29,26,31
314590,OURO BRANCO,2019,25,13,29,26,30,26,24,24,29,15,19,24
314590,OURO BRANCO,2020,30,25,23,24,20,22,17,20,22,36,25,25
314590,OURO BRANCO,2021,29,19,,,,,,,,,,
314600,OURO FINO,2018,15,17,19,14,16,10,9,14,4,19,13,10
314600,OURO FINO,2019,14,11,12,12,11,13,5,15,15,16,15,12
314600,OURO FINO,2020,16,9,12,13,7,8,13,15,12,21,20,21
314600,OURO FINO,2021,21,10,,,,,,,,,,
314610,OURO PRETO,2018,67,57,53,67,65,56,52,41,49,57,48,65
314610,OURO PRETO,2019,68,53,68,46,61,46,39,66,51,67,61,44
314610,OURO PRETO,2020,62,64,69,43,47,47,49,46,45,42,54,38
314610,OURO PRETO,2021,51,42,,,,,,,,,,
314620,OURO VERDE DE MINAS,2018,7,0,2,2,3,3,1,4,2,2,5,2
314620,OURO VERDE DE MINAS,2019,5,4,3,0,1,4,2,2,6,9,3,1
314620,OURO VERDE DE MINAS,2020,2,9,8,7,2,4,5,3,5,1,6,5
314620,OURO VERDE DE MINAS,2021,5,7,,,,,,,,,,
314625,PADRE CARVALHO,2018,1,0,2,1,0,0,0,2,0,1,2,3
314625,PADRE CARVALHO,2019,1,4,0,1,0,1,0,0,2,0,1,1
314625,PADRE CARVALHO,2020,1,1,2,1,0,1,0,0,1,1,0,0
314625,PADRE CARVALHO,2021,0,1,,,,,,,,,,
314630,PADRE PARAISO,2018,16,10,10,6,2,12,4,8,8,8,7,10
314630,PADRE PARAISO,2019,9,10,10,8,15,11,17,9,14,4,11,12
314630,PADRE PARAISO,2020,6,5,6,13,11,8,9,12,15,15,10,7
314630,PADRE PARAISO,2021,7,11,,,,,,,,,,
314640,PAINEIRAS,2018,2,6,3,3,2,3,3,8,2,4,3,1
314640,PAINEIRAS,2019,5,3,0,3,4,0,2,1,3,2,2,2
314640,PAINEIRAS,2020,3,2,1,2,1,1,0,3,1,1,0,2
314640,PAINEIRAS,2021,2,1,,,,,,,,,,
314650,PAINS,2018,5,9,8,5,7,8,6,11,4,7,6,6
314650,PAINS,2019,4,7,6,9,5,11,6,6,8,3,3,7
314650,PAINS,2020,7,7,4,0,2,5,9,3,8,3,3,5
314650,PAINS,2021,5,5,,,,,,,,,,
314655,PAI PEDRO,2018,4,1,2,0,2,1,1,0,0,1,2,2
314655,PAI PEDRO,2019,1,3,3,2,0,2,2,6,2,0,3,3
314655,PAI PEDRO,2020,1,2,1,0,1,1,1,4,2,2,4,2
314655,PAI PEDRO,2021,3,2,,,,,,,,,,
314660,PAIVA,2018,1,0,0,1,1,0,0,0,1,0,0,0
314660,PAIVA,2019,0,0,0,0,0,0,0,0,0,1,0,0
314660,PAIVA,2020,0,0,2,1,0,1,1,2,1,2,0,1
314660,PAIVA,2021,1,3,,,,,,,,,,
314670,PALMA,2018,3,8,6,2,1,2,5,4,0,6,3,2
314670,PALMA,2019,1,5,5,2,3,2,4,4,2,2,6,2
314670,PALMA,2020,6,7,5,3,1,1,2,0,3,3,0,3
314670,PALMA,2021,1,1,,,,,,,,,,
314675,PALMOPOLIS,2018,1,2,0,1,1,2,1,0,0,5,1,1
314675,PALMOPOLIS,2019,0,3,0,0,0,2,1,1,3,2,0,2
314675,PALMOPOLIS,2020,0,1,3,1,0,1,1,3,2,1,1,3
314675,PALMOPOLIS,2021,1,3,,,,,,,,,,
314690,PAPAGAIOS,2018,9,9,12,12,6,6,12,12,14,12,14,11
314690,PAPAGAIOS,2019,10,4,10,18,10,8,5,9,23,15,14,22
314690,PAPAGAIOS,2020,16,11,6,13,11,9,8,9,8,12,14,12
314690,PAPAGAIOS,2021,11,8,,,,,,,,,,
314700,PARACATU,2018,68,57,75,56,64,61,65,60,76,48,56,86
314700,PARACATU,2019,65,48,52,60,57,51,48,52,77,71,75,66
314700,PARACATU,2020,57,56,58,71,39,59,47,53,49,51,55,60
314700,PARACATU,2021,68,43,,,,,,,,,,
314710,PARA DE MINAS,2018,62,42,56,56,44,47,43,54,57,49,51,68
314710,PARA DE MINAS,2019,67,48,50,52,41,50,38,51,62,42,56,52
314710,PARA DE MINAS,2020,57,38,47,38,40,36,32,46,40,38,52,43
314710,PARA DE MINAS,2021,43,28,,,,,,,,,,
314720,PARAGUACU,2018,10,14,13,9,16,13,11,12,24,20,12,18
314720,PARAGUACU,2019,15,15,10,5,12,12,13,14,14,13,11,16
314720,PARAGUACU,2020,17,23,14,8,6,14,14,6,8,15,12,12
314720,PARAGUACU,2021,10,7,,,,,,,,,,
314730,PARAISOPOLIS,2018,14,16,17,10,15,18,10,12,4,14,8,8
314730,PARAISOPOLIS,2019,9,6,5,5,10,4,6,9,9,7,13,8
314730,PARAISOPOLIS,2020,16,13,7,16,10,12,10,12,9,12,6,7
314730,PARAISOPOLIS,2021,11,4,,,,,,,,,,
314740,PARAOPEBA,2018,27,22,23,38,12,15,28,23,18,16,18,21
314740,PARAOPEBA,2019,14,24,24,19,30,13,18,19,16,24,24,31
314740,PARAOPEBA,2020,19,21,21,11,15,23,21,11,18,28,31,28
314740,PARAOPEBA,2021,20,22,,,,,,,,,,
314750,PASSABEM,2018,0,1,3,0,0,0,1,1,0,0,0,0
314750,PASSABEM,2019,0,0,2,1,0,0,0,0,1,0,0,0
314750,PASSABEM,2020,2,1,0,0,0,1,1,1,2,1,1,0
314750,PASSABEM,2021,2,0,,,,,,,,,,
314760,PASSA QUATRO,2018,7,6,2,2,7,5,4,3,9,3,3,1
314760,PASSA QUATRO,2019,7,9,4,4,3,6,9,10,6,4,7,6
314760,PASSA QUATRO,2020,11,7,3,4,7,5,3,9,0,7,2,6
314760,PASSA QUATRO,2021,8,13,,,,,,,,,,
314770,PASSA TEMPO,2018,4,1,2,0,0,1,2,3,4,4,2,2
314770,PASSA TEMPO,2019,7,5,5,2,2,1,0,3,5,4,0,4
314770,PASSA TEMPO,2020,5,4,3,5,3,1,6,5,5,3,3,5
314770,PASSA TEMPO,2021,4,3,,,,,,,,,,
314780,PASSA VINTE,2018,1,0,0,1,0,0,0,0,0,0,2,0
314780,PASSA VINTE,2019,1,1,0,0,0,1,0,0,2,0,0,0
314780,PASSA VINTE,2020,0,0,0,0,0,0,0,0,2,0,2,1
314790,PASSOS,2018,68,60,63,63,64,73,59,87,100,95,79,87
314790,PASSOS,2019,85,69,79,83,68,59,55,80,61,70,56,82
314790,PASSOS,2020,60,96,72,62,69,74,71,77,74,89,78,75
314790,PASSOS,2021,72,66,,,,,,,,,,
314795,PATIS,2018,1,3,1,1,3,5,2,4,1,3,4,1
314795,PATIS,2019,2,3,2,5,4,1,2,4,2,3,5,4
314795,PATIS,2020,1,2,3,1,2,1,2,2,2,2,2,1
314795,PATIS,2021,4,7,,,,,,,,,,
314800,PATOS DE MINAS,2018,108,105,153,101,110,100,112,105,116,108,127,130
314800,PATOS DE MINAS,2019,141,135,128,106,102,78,94,113,121,107,118,130
314800,PATOS DE MINAS,2020,124,132,122,119,115,105,127,117,111,130,119,120
314800,PATOS DE MINAS,2021,127,71,,,,,,,,,,
314810,PATROCINIO,2018,52,50,38,45,47,57,46,55,52,58,41,73
314810,PATROCINIO,2019,52,49,56,67,51,42,45,62,62,57,66,70
314810,PATROCINIO,2020,58,66,58,39,62,50,51,60,66,61,72,62
314810,PATROCINIO,2021,59,38,,,,,,,,,,
314820,PATROCINIO DO MURIAE,2018,8,3,4,3,4,1,5,6,5,3,6,5
314820,PATROCINIO DO MURIAE,2019,5,2,2,3,4,5,6,3,1,3,4,4
314820,PATROCINIO DO MURIAE,2020,4,6,5,4,3,1,0,4,5,3,3,4
314820,PATROCINIO DO MURIAE,2021,4,7,,,,,,,,,,
314830,PAULA CANDIDO,2018,5,0,2,0,3,3,2,5,4,2,1,6
314830,PAULA CANDIDO,2019,6,1,3,1,3,7,4,5,2,7,6,9
314830,PAULA CANDIDO,2020,1,6,3,1,3,3,6,2,2,2,6,1
314830,PAULA CANDIDO,2021,5,2,,,,,,,,,,
314840,PAULISTAS,2018,3,6,2,0,3,4,2,1,0,1,1,1
314840,PAULISTAS,2019,1,0,2,2,0,0,2,1,1,0,2,2
314840,PAULISTAS,2020,2,1,0,0,2,0,1,0,3,0,1,1
314840,PAULISTAS,2021,7,1,,,,,,,,,,
314850,PAVAO,2018,1,3,2,7,5,7,5,2,6,3,1,2
314850,PAVAO,2019,2,6,7,3,3,3,4,4,6,2,1,1
314850,PAVAO,2020,3,2,4,1,5,5,4,2,2,5,3,1
314850,PAVAO,2021,1,2,,,,,,,,,,
314860,PECANHA,2018,10,15,9,13,12,14,11,12,5,11,8,20
314860,PECANHA,2019,12,3,13,6,5,13,4,5,6,8,3,15
314860,PECANHA,2020,8,7,6,4,8,2,4,7,4,11,5,11
314860,PECANHA,2021,4,7,,,,,,,,,,
314870,PEDRA AZUL,2018,26,15,17,8,18,17,16,9,17,25,26,13
314870,PEDRA AZUL,2019,24,13,15,16,11,13,19,9,20,15,17,15
314870,PEDRA AZUL,2020,20,15,23,22,16,12,12,18,9,25,15,10
314870,PEDRA AZUL,2021,15,16,,,,,,,,,,
314875,PEDRA BONITA,2018,1,1,0,3,1,0,1,1,0,0,0,0
314875,PEDRA BONITA,2019,3,3,2,1,0,3,1,3,1,2,3,2
314875,PEDRA BONITA,2020,0,0,0,1,0,1,0,2,1,0,0,0
314875,PEDRA BONITA,2021,0,1,,,,,,,,,,
314880,PEDRA DO ANTA,2018,0,1,3,0,1,0,2,1,2,1,1,0
314880,PEDRA DO ANTA,2019,1,1,2,1,0,0,0,1,4,0,2,0
314880,PEDRA DO ANTA,2020,3,1,1,0,0,1,1,5,1,3,1,4
314880,PEDRA DO ANTA,2021,0,2,,,,,,,,,,
314890,PEDRA DO INDAIA,2018,1,2,1,0,0,0,1,1,0,1,2,2
314890,PEDRA DO INDAIA,2019,4,0,7,3,1,0,0,1,0,0,0,0
314890,PEDRA DO INDAIA,2020,0,2,2,2,2,1,1,1,3,2,0,2
314890,PEDRA DO INDAIA,2021,2,6,,,,,,,,,,
314900,PEDRA DOURADA,2018,1,3,1,3,2,0,0,2,1,4,1,0
314900,PEDRA DOURADA,2019,6,4,2,1,0,5,2,2,0,1,1,7
314900,PEDRA DOURADA,2020,3,0,1,3,1,0,2,3,0,2,1,3
314900,PEDRA DOURADA,2021,0,2,,,,,,,,,,
314910,PEDRALVA,2018,4,4,5,5,8,6,2,3,6,3,5,5
314910,PEDRALVA,2019,3,6,5,7,2,5,2,5,8,2,4,3
314910,PEDRALVA,2020,4,2,4,2,7,7,3,4,2,3,14,9
314910,PEDRALVA,2021,4,5,,,,,,,,,,
314915,PEDRAS DE MARIA DA CRUZ,2018,5,1,5,6,7,5,0,3,5,6,1,5
314915,PEDRAS DE MARIA DA CRUZ,2019,4,3,6,3,4,4,8,6,3,3,5,6
314915,PEDRAS DE MARIA DA CRUZ,2020,4,2,5,5,2,4,4,2,2,3,3,8
314915,PEDRAS DE MARIA DA CRUZ,2021,7,6,,,,,,,,,,
314920,PEDRINOPOLIS,2018,5,3,0,1,3,1,4,3,2,1,2,0
314920,PEDRINOPOLIS,2019,2,1,0,0,0,1,1,3,1,0,0,0
314920,PEDRINOPOLIS,2020,0,0,1,1,0,1,0,2,7,1,2,1
314920,PEDRINOPOLIS,2021,2,1,,,,,,,,,,
314930,PEDRO LEOPOLDO,2018,45,40,36,32,33,27,33,27,25,33,41,42
314930,PEDRO LEOPOLDO,2019,43,33,39,50,32,35,49,46,43,50,35,52
314930,PEDRO LEOPOLDO,2020,53,38,36,28,40,36,35,30,53,49,49,56
314930,PEDRO LEOPOLDO,2021,55,33,,,,,,,,,,
314940,PEDRO TEIXEIRA,2018,0,1,2,0,0,0,0,3,0,0,1,0
314940,PEDRO TEIXEIRA,2019,0,0,1,1,0,0,0,3,0,0,1,0
314940,PEDRO TEIXEIRA,2020,0,0,0,0,1,1,0,0,1,0,1,0
314940,PEDRO TEIXEIRA,2021,2,1,,,,,,,,,,
314950,PEQUERI,2018,1,0,2,3,1,1,1,1,0,2,0,1
314950,PEQUERI,2019,2,0,0,0,0,1,3,1,0,7,1,0
314950,PEQUERI,2020,3,2,1,1,2,1,3,1,2,0,3,1
314950,PEQUERI,2021,2,0,,,,,,,,,,
314960,PEQUI,2018,2,1,1,2,2,2,3,3,2,2,4,6
314960,PEQUI,2019,3,1,4,2,3,5,4,3,2,3,2,1
314960,PEQUI,2020,4,3,4,1,2,2,1,2,5,3,3,5
314960,PEQUI,2021,3,0,,,,,,,,,,
314970,PERDIGAO,2018,1,12,3,0,3,4,4,7,4,8,4,3
314970,PERDIGAO,2019,11,5,7,5,5,6,8,3,7,7,4,1
314970,PERDIGAO,2020,3,9,7,4,5,4,4,11,4,12,18,8
314970,PERDIGAO,2021,8,12,,,,,,,,,,
314980,PERDIZES,2018,13,8,9,10,16,7,14,13,14,7,10,15
314980,PERDIZES,2019,6,8,16,12,8,5,15,5,17,11,11,21
314980,PERDIZES,2020,12,6,5,12,8,12,8,13,14,13,18,9
314980,PERDIZES,2021,9,5,,,,,,,,,,
314990,PERDOES,2018,8,12,17,16,19,8,12,11,18,13,8,5
314990,PERDOES,2019,10,13,11,13,9,12,10,12,12,8,11,22
314990,PERDOES,2020,20,15,15,10,17,13,17,10,13,12,13,18
314990,PERDOES,2021,10,12,,,,,,,,,,
314995,PERIQUITO,2018,3,4,3,1,5,4,3,5,3,6,3,4
314995,PERIQUITO,2019,7,3,4,2,2,3,5,0,2,7,4,1
314995,PERIQUITO,2020,6,12,4,1,8,3,8,4,8,8,2,5
314995,PERIQUITO,2021,7,4,,,,,,,,,,
315000,PESCADOR,2018,4,1,5,2,5,4,2,1,1,3,8,5
315000,PESCADOR,2019,2,4,1,4,3,2,5,1,1,3,1,1
315000,PESCADOR,2020,4,3,3,5,0,1,2,4,5,5,1,2
315000,PESCADOR,2021,1,1,,,,,,,,,,
315010,PIAU,2018,2,1,0,1,1,2,1,1,3,3,2,1
315010,PIAU,2019,3,0,0,4,2,4,2,2,0,2,2,2
315010,PIAU,2020,3,1,1,2,1,1,1,1,0,4,3,2
315010,PIAU,2021,3,4,,,,,,,,,,
315015,PIEDADE DE CARATINGA,2018,6,3,5,1,1,3,4,3,5,6,6,7
315015,PIEDADE DE CARATINGA,2019,7,4,3,4,6,4,6,3,7,1,6,8
315015,PIEDADE DE CARATINGA,2020,5,1,3,5,11,8,10,8,5,9,14,10
315015,PIEDADE DE CARATINGA,2021,7,6,,,,,,,,,,
315020,PIEDADE DE PONTE NOVA,2018,1,5,0,2,0,2,3,3,3,5,3,3
315020,PIEDADE DE PONTE NOVA,2019,2,2,5,3,3,4,7,4,5,2,6,3
315020,PIEDADE DE PONTE NOVA,2020,3,2,2,6,3,4,6,6,2,5,6,1
315020,PIEDADE DE PONTE NOVA,2021,5,2,,,,,,,,,,
315030,PIEDADE DO RIO GRANDE,2018,1,1,5,3,0,1,0,3,1,2,1,2
315030,PIEDADE DO RIO GRANDE,2019,3,1,1,0,2,2,3,3,2,1,3,3
315030,PIEDADE DO RIO GRANDE,2020,4,1,0,1,1,0,1,1,0,1,1,2
315030,PIEDADE DO RIO GRANDE,2021,3,2,,,,,,,,,,
315040,PIEDADE DOS GERAIS,2018,4,0,2,3,2,1,0,1,2,2,3,2
